% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.264	0	0	127	5	18	28	9422	0
1.265	0	0	127	6	6	28	9422	0
1.266	0	0	127	7	6	28	9422	0
1.267	0	0	127	8	9	24	6882	0
1.268	0	0	127	9	4	26	7708	0
1.27	0	0	128	1	15	26	7708	0
1.271	0	0	128	2	20	28	9422	0
1.273	0	0	128	4	5	26	7708	0
1.274	0	0	128	5	11	26	7708	0
1.275	0	0	128	6	8	26	7708	0
1.276	0	0	128	7	12	24	6882	0
1.278	0	0	128	9	6	28	9422	0
1.28	0	0	129	1	6	28	9422	0
1.281	0	0	129	2	9	24	6882	0
1.283	0	0	129	4	14	24	6882	0
1.284	0	0	129	5	18	28	9422	0
1.29	0	0	130	1	15	26	7708	0
1.291	0	0	130	2	20	28	9422	0
1.292	0	0	130	3	5	26	7708	0
1.296	0	0	130	7	11	26	7708	0
1.297	0	0	130	8	3	24	6882	0
1.298	0	0	130	9	17	28	9422	0
1.299	0	0	130	10	17	28	9422	0
1.3	0	0	131	1	6	28	9422	0
1.301	0	0	131	2	17	28	9422	0
1.302	0	0	131	3	4	26	7708	0
1.303	0	0	131	4	8	26	7708	0
1.304	0	0	131	5	3	24	6882	0
1.305	0	0	131	6	12	24	6882	0
1.306	0	0	131	7	6	28	9422	0
1.307	0	0	131	8	9	24	6882	0
1.308	0	0	131	9	15	26	7708	0
1.309	0	0	131	10	20	28	9422	0
1.31	0	0	132	1	18	28	9422	0
1.311	0	0	132	2	7	24	6882	0
1.312	0	0	132	3	5	26	7708	0
1.318	0	0	132	9	5	26	7708	0
1.319	0	0	132	10	6	28	9422	0
1.32	0	0	133	1	11	26	7708	0
1.321	0	0	133	2	4	26	7708	0
1.323	0	0	133	4	8	26	7708	0
1.324	0	0	133	5	12	24	6882	0
1.328	0	0	133	9	4	26	7708	0
1.33	0	0	134	1	8	26	7708	0
1.331	0	0	134	2	3	24	6882	0
1.333	0	0	134	4	15	26	7708	0
1.334	0	0	134	5	20	28	9422	0
1.335	0	0	134	6	9	24	6882	0
1.336	0	0	134	7	5	26	7708	0
1.34	0	0	135	1	6	28	9422	0
1.343	0	0	135	4	17	28	9422	0
1.346	0	0	135	7	11	26	7708	0
1.347	0	0	135	8	6	28	9422	0
1.348	0	0	135	9	8	26	7708	0
1.349	0	0	135	10	12	24	6882	0
1.351	0	0	136	2	14	24	6882	0
1.352	0	0	136	3	20	28	9422	0
1.355	0	0	136	6	5	26	7708	0
1.359	0	0	136	10	3	24	6882	0
1.36	0	0	137	1	15	26	7708	0
1.362	0	0	137	3	9	24	6882	0
1.364	0	0	137	5	11	26	7708	0
1.367	0	0	137	8	6	28	9422	0
1.371	0	0	138	2	11	26	7708	0
1.372	0	0	138	3	8	26	7708	0
1.373	0	0	138	4	18	28	9422	0
1.374	0	0	138	5	17	28	9422	0
1.377	0	0	138	8	18	28	9422	0
1.378	0	0	138	9	18	28	9422	0
1.379	0	0	138	10	12	24	6882	0
1.38	0	0	139	1	15	26	7708	0
1.381	0	0	139	2	20	28	9422	0
1.383	0	0	139	4	5	26	7708	0
1.385	0	0	139	6	11	26	7708	0
1.386	0	0	139	7	3	24	6882	0
1.389	0	0	139	10	9	24	6882	0
1.394	0	0	140	5	8	26	7708	0
1.395	0	0	140	6	6	28	9422	0
1.396	0	0	140	7	17	28	9422	0
1.397	0	0	140	8	12	24	6882	0
1.398	0	0	140	9	15	26	7708	0
1.399	0	0	140	10	20	28	9422	0
1.402	0	0	141	3	18	28	9422	0
1.409	0	0	141	10	5	26	7708	0
1.41	0	0	142	1	11	26	7708	0
1.413	0	0	142	4	3	24	6882	0
1.415	0	0	142	6	6	28	9422	0
1.417	0	0	142	8	9	24	6882	0
1.419	0	0	142	10	14	24	6882	0
1.421	0	0	143	2	8	26	7708	0
1.422	0	0	143	3	6	28	9422	0
1.423	0	0	143	4	12	24	6882	0
1.424	0	0	143	5	15	26	7708	0
1.425	0	0	143	6	20	28	9422	0
1.428	0	0	143	9	8	26	7708	0
1.429	0	0	143	10	18	28	9422	0
1.435	0	0	144	6	5	26	7708	0
1.436	0	0	144	7	6	28	9422	0
1.437	0	0	144	8	17	28	9422	0
1.438	0	0	144	9	11	26	7708	0
1.439	0	0	144	10	8	26	7708	0
1.444	0	0	145	5	11	26	7708	0
1.445	0	0	145	6	8	26	7708	0
1.446	0	0	145	7	2	24	6882	0
1.447	0	0	145	8	12	24	6882	0
1.448	0	0	145	9	18	28	9422	0
1.449	0	0	145	10	18	28	9422	0
1.45	0	0	146	1	9	24	6882	0
1.452	0	0	146	3	15	26	7708	0
1.453	0	0	146	4	20	28	9422	0
1.454	0	0	146	5	5	26	7708	0
1.456	0	0	146	7	6	28	9422	0
1.459	0	0	146	10	8	26	7708	0
1.465	0	0	147	6	17	28	9422	0
1.466	0	0	147	7	11	26	7708	0
1.468	0	0	147	9	12	24	6882	0
1.469	0	0	147	10	18	28	9422	0
1.471	0	0	148	2	15	26	7708	0
1.472	0	0	148	3	9	24	6882	0
1.473	0	0	148	4	2	24	6882	0
1.474	0	0	148	5	20	28	9422	0
1.475	0	0	148	6	5	26	7708	0
1.476	0	0	148	7	18	28	9422	0
1.477	0	0	148	8	6	28	9422	0
1.48	0	0	149	1	8	26	7708	0
1.484	0	0	149	5	6	28	9422	0
1.486	0	0	149	7	11	26	7708	0
1.487	0	0	149	8	14	24	6882	0
1.491	0	0	150	2	17	28	9422	0
1.492	0	0	150	3	12	24	6882	0
1.493	0	0	150	4	16	28	9422	0
1.494	0	0	150	5	15	26	7708	0
1.495	0	0	150	6	20	28	9422	0
1.496	0	0	150	7	5	26	7708	0
1.498	0	0	150	9	18	28	9422	0
1.499	0	0	150	10	6	28	9422	0
1.5	0	0	151	1	9	24	6882	0
1.501	0	0	151	2	2	24	6882	0
1.502	0	0	151	3	8	26	7708	0
1.508	0	0	151	9	11	26	7708	0
1.511	0	0	152	2	12	24	6882	0
1.512	0	0	152	3	15	26	7708	0
1.513	0	0	152	4	20	28	9422	0
1.515	0	0	152	6	5	26	7708	0
1.517	0	0	152	8	6	28	9422	0
1.518	0	0	152	9	18	28	9422	0
1.519	0	0	152	10	17	28	9422	0
1.52	0	0	153	1	8	26	7708	0
1.523	0	0	153	4	18	28	9422	0
1.526	0	0	153	7	11	26	7708	0
1.527	0	0	153	8	9	24	6882	0
1.528	0	0	153	9	4	26	7708	0
1.53	0	0	154	1	12	24	6882	0
1.531	0	0	154	2	15	26	7708	0
1.532	0	0	154	3	16	28	9422	0
1.533	0	0	154	4	20	28	9422	0
1.534	0	0	154	5	2	24	6882	0
1.535	0	0	154	6	5	26	7708	0
1.54	0	0	155	1	20	28	9422	0
1.541	0	0	155	2	5	26	7708	0
1.544	0	0	155	5	8	26	7708	0
1.545	0	0	155	6	3	24	6882	0
1.551	0	0	156	2	11	26	7708	0
1.552	0	0	156	3	18	28	9422	0
1.553	0	0	156	4	9	24	6882	0
1.555	0	0	156	6	12	24	6882	0
1.556	0	0	156	7	14	24	6882	0
1.557	0	0	156	8	15	26	7708	0
1.559	0	0	156	10	20	28	9422	0
1.56	0	0	157	1	16	28	9422	0
1.561	0	0	157	2	5	26	7708	0
1.562	0	0	157	3	2	24	6882	0
1.564	0	0	157	5	8	26	7708	0
1.568	0	0	157	9	5	26	7708	0
1.569	0	0	157	10	2	24	6882	0
1.571	0	0	158	2	3	24	6882	0
1.572	0	0	158	3	11	26	7708	0
1.575	0	0	158	6	12	24	6882	0
1.576	0	0	158	7	15	26	7708	0
1.577	0	0	158	8	20	28	9422	0
1.579	0	0	158	10	11	26	7708	0
1.581	0	0	159	2	9	24	6882	0
1.582	0	0	159	3	12	24	6882	0
1.583	0	0	159	4	15	26	7708	0
1.584	0	0	159	5	18	28	9422	0
1.585	0	0	159	6	17	28	9422	0
1.586	0	0	159	7	18	28	9422	0
1.588	0	0	159	9	5	26	7708	0
1.59	0	0	160	1	2	24	6882	0
1.591	0	0	160	2	8	26	7708	0
1.593	0	0	160	4	16	28	9422	0
1.595	0	0	160	6	15	26	7708	0
1.596	0	0	160	7	20	28	9422	0
1.599	0	0	160	10	3	24	6882	0
1.6	0	0	161	1	11	26	7708	0
1.603	0	0	161	4	12	24	6882	0
1.606	0	0	161	7	5	26	7708	0
1.607	0	0	161	8	11	26	7708	0
1.609	0	0	161	10	9	24	6882	0
1.61	0	0	162	1	8	26	7708	0
1.613	0	0	162	4	15	26	7708	0
1.614	0	0	162	5	18	28	9422	0
1.615	0	0	162	6	16	28	9422	0
1.616	0	0	162	7	16	28	9422	0
1.617	0	0	162	8	18	28	9422	0
1.618	0	0	162	9	17	28	9422	0
1.619	0	0	162	10	18	28	9422	0
1.62	0	0	163	1	18	28	9422	0
1.621	0	0	163	2	20	28	9422	0
1.623	0	0	163	4	11	26	7708	0
1.624	0	0	163	5	2	24	6882	0
1.626	0	0	163	7	3	24	6882	0
1.627	0	0	163	8	12	24	6882	0
1.631	0	0	164	2	5	26	7708	0
1.633	0	0	164	4	8	26	7708	0
1.634	0	0	164	5	12	24	6882	0
1.635	0	0	164	6	15	26	7708	0
1.636	0	0	164	7	9	24	6882	0
1.638	0	0	164	9	16	28	9422	0
1.639	0	0	164	10	20	28	9422	0
1.642	0	0	165	3	11	26	7708	0
1.643	0	0	165	4	16	28	9422	0
1.645	0	0	165	6	12	24	6882	0
1.651	0	0	166	2	2	24	6882	0
1.652	0	0	166	3	8	26	7708	0
1.653	0	0	166	4	3	24	6882	0
1.655	0	0	166	6	15	26	7708	0
1.656	0	0	166	7	16	28	9422	0
1.657	0	0	166	8	20	28	9422	0
1.658	0	0	166	9	5	26	7708	0
1.662	0	0	167	3	15	26	7708	0
1.663	0	0	167	4	20	28	9422	0
1.665	0	0	167	6	5	26	7708	0
1.666	0	0	167	7	18	28	9422	0
1.667	0	0	167	8	11	26	7708	0
1.669	0	0	167	10	9	24	6882	0
1.67	0	0	168	1	18	28	9422	0
1.671	0	0	168	2	18	28	9422	0
1.672	0	0	168	3	4	26	7708	0
1.674	0	0	168	5	8	26	7708	0
1.675	0	0	168	6	12	24	6882	0
1.676	0	0	168	7	15	26	7708	0
1.677	0	0	168	8	16	28	9422	0
1.678	0	0	168	9	2	24	6882	0
1.679	0	0	168	10	20	28	9422	0
1.68	0	0	169	1	5	26	7708	0
1.681	0	0	169	2	3	24	6882	0
1.684	0	0	169	5	16	28	9422	0
1.69	0	0	170	1	9	24	6882	0
1.691	0	0	170	2	11	26	7708	0
1.692	0	0	170	3	14	24	6882	0
1.694	0	0	170	5	8	26	7708	0
1.695	0	0	170	6	12	24	6882	0
1.696	0	0	170	7	15	26	7708	0
1.697	0	0	170	8	18	28	9422	0
1.698	0	0	170	9	1	26	7708	0
1.699	0	0	170	10	4	26	7708	0
1.7	0	0	171	1	16	28	9422	0
1.701	0	0	171	2	20	28	9422	0
1.702	0	0	171	3	5	26	7708	0
1.706	0	0	171	7	2	24	6882	0
1.708	0	0	171	9	3	24	6882	0
1.711	0	0	172	2	11	26	7708	0
1.712	0	0	172	3	8	26	7708	0
1.713	0	0	172	4	12	24	6882	0
1.714	0	0	172	5	15	26	7708	0
1.717	0	0	172	8	11	26	7708	0
1.718	0	0	172	9	16	28	9422	0
1.719	0	0	172	10	8	26	7708	0
1.72	0	0	173	1	12	24	6882	0
1.723	0	0	173	4	20	28	9422	0
1.724	0	0	173	5	16	28	9422	0
1.725	0	0	173	6	5	26	7708	0
1.727	0	0	173	8	4	26	7708	0
1.731	0	0	174	2	9	24	6882	0
1.733	0	0	174	4	2	24	6882	0
1.734	0	0	174	5	4	26	7708	0
1.735	0	0	174	6	3	24	6882	0
1.737	0	0	174	8	11	26	7708	0
1.738	0	0	174	9	8	26	7708	0
1.739	0	0	174	10	12	24	6882	0
1.741	0	0	175	2	15	26	7708	0
1.742	0	0	175	3	20	28	9422	0
1.743	0	0	175	4	5	26	7708	0
1.747	0	0	175	8	4	26	7708	0
1.758	0	0	176	9	16	28	9422	0
1.76	0	0	177	1	14	24	6882	0
1.761	0	0	177	2	11	26	7708	0
1.762	0	0	177	3	3	24	6882	0
1.763	0	0	177	4	8	26	7708	0
1.764	0	0	177	5	9	24	6882	0
1.765	0	0	177	6	16	28	9422	0
1.766	0	0	177	7	12	24	6882	0
1.767	0	0	177	8	15	26	7708	0
1.768	0	0	177	9	4	26	7708	0
1.769	0	0	177	10	20	28	9422	0
1.77	0	0	178	1	5	26	7708	0
1.778	0	0	178	9	16	28	9422	0
1.781	0	0	179	2	11	26	7708	0
1.782	0	0	179	3	8	26	7708	0
1.787	0	0	179	8	11	26	7708	0
1.788	0	0	179	9	8	26	7708	0
1.789	0	0	179	10	12	24	6882	0
1.79	0	0	180	1	15	26	7708	0
1.791	0	0	180	2	20	28	9422	0
1.792	0	0	180	3	9	24	6882	0
1.794	0	0	180	5	5	26	7708	0
1.795	0	0	180	6	4	26	7708	0
1.797	0	0	180	8	3	24	6882	0
1.802	0	0	181	3	4	26	7708	0
1.803	0	0	181	4	3	24	6882	0
1.806	0	0	181	7	11	26	7708	0
1.807	0	0	181	8	8	26	7708	0
1.808	0	0	181	9	12	24	6882	0
1.81	0	0	182	1	15	26	7708	0
1.811	0	0	182	2	20	28	9422	0
1.812	0	0	182	3	5	26	7708	0
1.813	0	0	182	4	9	24	6882	0
1.814	0	0	182	5	16	28	9422	0
1.816	0	0	182	7	4	26	7708	0
1.817	0	0	182	8	3	24	6882	0
1.82	0	0	183	1	16	28	9422	0
1.822	0	0	183	3	4	26	7708	0
1.825	0	0	183	6	11	26	7708	0
1.827	0	0	183	8	8	26	7708	0
1.828	0	0	183	9	12	24	6882	0
1.829	0	0	183	10	14	24	6882	0
1.83	0	0	184	1	15	26	7708	0
1.831	0	0	184	2	20	28	9422	0
1.832	0	0	184	3	5	26	7708	0
1.833	0	0	184	4	16	28	9422	0
1.834	0	0	184	5	1	26	7708	0
1.835	0	0	184	6	1	26	7708	0
1.836	0	0	184	7	4	26	7708	0
1.84	0	0	185	1	9	24	6882	0
1.844	0	0	185	5	11	26	7708	0
1.845	0	0	185	6	3	24	6882	0
1.846	0	0	185	7	8	26	7708	0
1.848	0	0	185	9	12	24	6882	0
1.849	0	0	185	10	15	26	7708	0
1.851	0	0	186	2	20	28	9422	0
1.852	0	0	186	3	5	26	7708	0
1.86	0	0	187	1	16	28	9422	0
1.862	0	0	187	3	11	26	7708	0
1.863	0	0	187	4	4	26	7708	0
1.864	0	0	187	5	8	26	7708	0
1.869	0	0	187	10	11	26	7708	0
1.87	0	0	188	1	8	26	7708	0
1.871	0	0	188	2	12	24	6882	0
1.872	0	0	188	3	3	24	6882	0
1.873	0	0	188	4	15	26	7708	0
1.874	0	0	188	5	9	24	6882	0
1.875	0	0	188	6	20	28	9422	0
1.876	0	0	188	7	5	26	7708	0
1.881	0	0	189	2	9	24	6882	0
1.884	0	0	189	5	4	26	7708	0
1.887	0	0	189	8	11	26	7708	0
1.888	0	0	189	9	8	26	7708	0
1.889	0	0	189	10	12	24	6882	0
1.891	0	0	190	2	4	26	7708	0
1.894	0	0	190	5	11	26	7708	0
1.895	0	0	190	6	9	24	6882	0
1.897	0	0	190	8	14	24	6882	0
1.9	0	0	191	1	15	26	7708	0
1.901	0	0	191	2	20	28	9422	0
1.902	0	0	191	3	5	26	7708	0
1.903	0	0	191	4	1	26	7708	0
1.904	0	0	191	5	4	26	7708	0
1.905	0	0	191	6	3	24	6882	0
1.906	0	0	191	7	11	26	7708	0
1.907	0	0	191	8	8	26	7708	0
1.908	0	0	191	9	12	24	6882	0
1.912	0	0	192	3	11	26	7708	0
1.913	0	0	192	4	8	26	7708	0
1.914	0	0	192	5	12	24	6882	0
1.922	0	0	193	3	9	24	6882	0
1.923	0	0	193	4	15	26	7708	0
1.924	0	0	193	5	20	28	9422	0
1.925	0	0	193	6	5	26	7708	0
1.926	0	0	193	7	11	26	7708	0
1.927	0	0	193	8	8	26	7708	0
1.928	0	0	193	9	12	24	6882	0
1.929	0	0	193	10	15	26	7708	0
1.93	0	0	194	1	20	28	9422	0
1.931	0	0	194	2	5	26	7708	0
1.932	0	0	194	3	11	26	7708	0
1.933	0	0	194	4	8	26	7708	0
1.934	0	0	194	5	12	24	6882	0
1.939	0	0	194	10	4	26	7708	0
1.94	0	0	195	1	3	24	6882	0
1.944	0	0	195	5	15	26	7708	0
1.945	0	0	195	6	4	26	7708	0
1.946	0	0	195	7	20	28	9422	0
1.947	0	0	195	8	5	26	7708	0
1.948	0	0	195	9	11	26	7708	0
1.949	0	0	195	10	9	24	6882	0
1.95	0	0	196	1	8	26	7708	0
1.951	0	0	196	2	12	24	6882	0
1.953	0	0	196	4	20	28	9422	0
1.957	0	0	196	8	8	26	7708	0
1.958	0	0	196	9	12	24	6882	0
1.959	0	0	196	10	4	26	7708	0
1.965	0	0	197	6	14	24	6882	0
1.968	0	0	197	9	15	26	7708	0
1.969	0	0	197	10	20	28	9422	0
1.97	0	0	198	1	5	26	7708	0
1.971	0	0	198	2	1	26	7708	0
1.972	0	0	198	3	11	26	7708	0
1.974	0	0	198	5	3	24	6882	0
1.975	0	0	198	6	8	26	7708	0
1.976	0	0	198	7	12	24	6882	0
1.981	0	0	199	2	8	26	7708	0
1.983	0	0	199	4	9	24	6882	0
1.986	0	0	199	7	4	26	7708	0
1.987	0	0	199	8	20	28	9422	0
1.988	0	0	199	9	5	26	7708	0
1.992	0	0	200	3	15	26	7708	0
1.993	0	0	200	4	4	26	7708	0
1.994	0	0	200	5	20	28	9422	0
1.995	0	0	200	6	3	24	6882	0
1.997	0	0	200	8	11	26	7708	0
1.998	0	0	200	9	8	26	7708	0
1.999	0	0	200	10	12	24	6882	0
2.003	0	0	201	4	11	26	7708	0
2.004	0	0	201	5	8	26	7708	0
2.005	0	0	201	6	12	24	6882	0
2.007	0	0	201	8	20	28	9422	0
2.009	0	0	201	10	5	26	7708	0
2.013	0	0	202	4	15	26	7708	0
2.014	0	0	202	5	20	28	9422	0
2.015	0	0	202	6	5	26	7708	0
2.016	0	0	202	7	11	26	7708	0
2.017	0	0	202	8	8	26	7708	0
2.018	0	0	202	9	12	24	6882	0
2.019	0	0	202	10	15	26	7708	0
2.02	0	0	203	1	4	26	7708	0
2.022	0	0	203	3	3	24	6882	0
2.028	0	0	203	9	20	28	9422	0
2.029	0	0	203	10	5	26	7708	0
2.033	0	0	204	4	15	26	7708	0
2.034	0	0	204	5	20	28	9422	0
2.035	0	0	204	6	5	26	7708	0
2.036	0	0	204	7	11	26	7708	0
2.037	0	0	204	8	8	26	7708	0
2.038	0	0	204	9	12	24	6882	0
2.039	0	0	204	10	1	26	7708	0
2.04	0	0	205	1	15	26	7708	0
2.041	0	0	205	2	4	26	7708	0
2.048	0	0	205	9	4	26	7708	0
2.049	0	0	205	10	3	24	6882	0
2.05	0	0	206	1	20	28	9422	0
2.051	0	0	206	2	5	26	7708	0
2.055	0	0	206	6	15	26	7708	0
2.056	0	0	206	7	20	28	9422	0
2.057	0	0	206	8	5	26	7708	0
2.058	0	0	206	9	11	26	7708	0
2.059	0	0	206	10	8	26	7708	0
2.06	0	0	207	1	12	24	6882	0
2.061	0	0	207	2	4	26	7708	0
2.062	0	0	207	3	15	26	7708	0
2.07	0	0	208	1	20	28	9422	0
2.071	0	0	208	2	5	26	7708	0
2.076	0	0	208	7	3	24	6882	0
2.077	0	0	208	8	15	26	7708	0
2.08	0	0	209	1	11	26	7708	0
2.081	0	0	209	2	8	26	7708	0
2.082	0	0	209	3	12	24	6882	0
2.083	0	0	209	4	15	26	7708	0
2.086	0	0	209	7	11	26	7708	0
2.087	0	0	209	8	8	26	7708	0
2.088	0	0	209	9	12	24	6882	0
2.089	0	0	209	10	4	26	7708	0
2.091	0	0	210	2	20	28	9422	0
2.092	0	0	210	3	5	26	7708	0
2.094	0	0	210	5	16	28	9422	0
2.097	0	0	210	8	15	26	7708	0
2.098	0	0	210	9	20	28	9422	0
2.099	0	0	210	10	5	26	7708	0
2.1	0	0	211	1	11	26	7708	0
2.101	0	0	211	2	8	26	7708	0
2.102	0	0	211	3	14	24	6882	0
2.104	0	0	211	5	3	24	6882	0
2.105	0	0	211	6	12	24	6882	0
2.107	0	0	211	8	1	26	7708	0
2.109	0	0	211	10	4	26	7708	0
2.11	0	0	212	1	5	26	7708	0
2.115	0	0	212	6	20	28	9422	0
2.116	0	0	212	7	4	26	7708	0
2.117	0	0	212	8	5	26	7708	0
2.118	0	0	212	9	11	26	7708	0
2.119	0	0	212	10	8	26	7708	0
2.121	0	0	213	2	15	26	7708	0
2.122	0	0	213	3	20	28	9422	0
2.124	0	0	213	5	11	26	7708	0
2.125	0	0	213	6	8	26	7708	0
2.126	0	0	213	7	16	28	9422	0
2.127	0	0	213	8	12	24	6882	0
2.128	0	0	213	9	15	26	7708	0
2.13	0	0	214	1	4	26	7708	0
2.131	0	0	214	2	5	26	7708	0
2.134	0	0	214	5	12	24	6882	0
2.136	0	0	214	7	4	26	7708	0
2.137	0	0	214	8	20	28	9422	0
2.138	0	0	214	9	5	26	7708	0
2.139	0	0	214	10	11	26	7708	0
2.141	0	0	215	2	8	26	7708	0
2.144	0	0	215	5	15	26	7708	0
2.145	0	0	215	6	3	24	6882	0
2.147	0	0	215	8	16	28	9422	0
2.148	0	0	215	9	2	24	6882	0
2.149	0	0	215	10	5	26	7708	0
2.152	0	0	216	3	12	24	6882	0
2.153	0	0	216	4	16	28	9422	0
2.155	0	0	216	6	20	28	9422	0
2.156	0	0	216	7	5	26	7708	0
2.157	0	0	216	8	11	26	7708	0
2.159	0	0	216	10	4	26	7708	0
2.16	0	0	217	1	8	26	7708	0
2.163	0	0	217	4	15	26	7708	0
2.164	0	0	217	5	4	26	7708	0
2.17	0	0	218	1	15	26	7708	0
2.172	0	0	218	3	5	26	7708	0
2.174	0	0	218	5	16	28	9422	0
2.176	0	0	218	7	1	26	7708	0
2.177	0	0	218	8	4	26	7708	0
2.178	0	0	218	9	3	24	6882	0
2.179	0	0	218	10	12	24	6882	0
2.181	0	0	219	2	16	28	9422	0
2.182	0	0	219	3	20	28	9422	0
2.184	0	0	219	5	11	26	7708	0
2.185	0	0	219	6	8	26	7708	0
2.189	0	0	219	10	2	24	6882	0
2.19	0	0	220	1	15	26	7708	0
2.193	0	0	220	4	5	26	7708	0
2.195	0	0	220	6	16	28	9422	0
2.197	0	0	220	8	12	24	6882	0
2.198	0	0	220	9	4	26	7708	0
2.199	0	0	220	10	3	24	6882	0
2.201	0	0	221	2	16	28	9422	0
2.202	0	0	221	3	20	28	9422	0
2.204	0	0	221	5	11	26	7708	0
2.205	0	0	221	6	4	26	7708	0
2.206	0	0	221	7	8	26	7708	0
2.208	0	0	221	9	15	26	7708	0
2.211	0	0	222	2	5	26	7708	0
2.213	0	0	222	4	8	26	7708	0
2.215	0	0	222	6	12	24	6882	0
2.216	0	0	222	7	2	24	6882	0
2.218	0	0	222	9	4	26	7708	0
2.222	0	0	223	3	16	28	9422	0
2.226	0	0	223	7	20	28	9422	0
2.228	0	0	223	9	16	28	9422	0
2.229	0	0	223	10	11	26	7708	0
2.23	0	0	224	1	8	26	7708	0
2.232	0	0	224	3	15	26	7708	0
2.234	0	0	224	5	3	24	6882	0
2.237	0	0	224	8	5	26	7708	0
2.238	0	0	224	9	14	24	6882	0
2.241	0	0	225	2	3	24	6882	0
2.242	0	0	225	3	12	24	6882	0
2.243	0	0	225	4	2	24	6882	0
2.244	0	0	225	5	1	26	7708	0
2.245	0	0	225	6	16	28	9422	0
2.246	0	0	225	7	4	26	7708	0
2.248	0	0	225	9	20	28	9422	0
2.249	0	0	225	10	16	28	9422	0
2.251	0	0	226	2	11	26	7708	0
2.252	0	0	226	3	8	26	7708	0
2.254	0	0	226	5	15	26	7708	0
2.255	0	0	226	6	20	28	9422	0
2.256	0	0	226	7	5	26	7708	0
2.258	0	0	226	9	11	26	7708	0
2.261	0	0	227	2	12	24	6882	0
2.267	0	0	227	8	12	24	6882	0
2.269	0	0	227	10	20	28	9422	0
2.27	0	0	228	1	2	24	6882	0
2.271	0	0	228	2	2	24	6882	0
2.272	0	0	228	3	16	28	9422	0
2.273	0	0	228	4	4	26	7708	0
2.274	0	0	228	5	5	26	7708	0
2.275	0	0	228	6	11	26	7708	0
2.276	0	0	228	7	8	26	7708	0
2.277	0	0	228	8	16	28	9422	0
2.279	0	0	228	10	15	26	7708	0
2.281	0	0	229	2	3	24	6882	0
2.286	0	0	229	7	12	24	6882	0
2.289	0	0	229	10	20	28	9422	0
2.293	0	0	230	4	4	26	7708	0
2.298	0	0	230	9	2	24	6882	0
2.299	0	0	230	10	5	26	7708	0
2.3	0	0	231	1	11	26	7708	0
2.301	0	0	231	2	8	26	7708	0
2.303	0	0	231	4	16	28	9422	0
2.304	0	0	231	5	15	26	7708	0
2.306	0	0	231	7	5	26	7708	0
2.31	0	0	232	1	12	24	6882	0
2.311	0	0	232	2	15	26	7708	0
2.312	0	0	232	3	1	26	7708	0
2.314	0	0	232	5	20	28	9422	0
2.315	0	0	232	6	3	24	6882	0
2.319	0	0	232	10	11	26	7708	0
2.32	0	0	233	1	8	26	7708	0
2.321	0	0	233	2	4	26	7708	0
2.323	0	0	233	4	15	26	7708	0
2.325	0	0	233	6	2	24	6882	0
2.326	0	0	233	7	5	26	7708	0
2.329	0	0	233	10	12	24	6882	0
2.33	0	0	234	1	15	26	7708	0
2.331	0	0	234	2	16	28	9422	0
2.332	0	0	234	3	16	28	9422	0
2.333	0	0	234	4	20	28	9422	0
2.341	0	0	235	2	4	26	7708	0
2.344	0	0	235	5	11	26	7708	0
2.345	0	0	235	6	8	26	7708	0
2.347	0	0	235	8	17	28	9422	0
2.348	0	0	235	9	15	26	7708	0
2.35	0	0	236	1	3	24	6882	0
2.351	0	0	236	2	5	26	7708	0
2.354	0	0	236	5	12	24	6882	0
2.357	0	0	236	8	20	28	9422	0
2.358	0	0	236	9	5	26	7708	0
2.36	0	0	237	1	2	24	6882	0
2.367	0	0	237	8	2	24	6882	0
2.368	0	0	237	9	4	26	7708	0
2.369	0	0	237	10	11	26	7708	0
2.37	0	0	238	1	8	26	7708	0
2.372	0	0	238	3	15	26	7708	0
2.374	0	0	238	5	5	26	7708	0
2.375	0	0	238	6	11	26	7708	0
2.376	0	0	238	7	17	28	9422	0
2.377	0	0	238	8	8	26	7708	0
2.378	0	0	238	9	12	24	6882	0
2.379	0	0	238	10	2	24	6882	0
2.381	0	0	239	2	1	26	7708	0
2.383	0	0	239	4	20	28	9422	0
2.389	0	0	239	10	20	28	9422	0
2.39	0	0	240	1	4	26	7708	0
2.392	0	0	240	3	11	26	7708	0
2.393	0	0	240	4	8	26	7708	0
2.395	0	0	240	6	15	26	7708	0
2.396	0	0	240	7	4	26	7708	0
2.398	0	0	240	9	5	26	7708	0
2.399	0	0	240	10	11	26	7708	0
2.4	0	0	241	1	8	26	7708	0
2.401	0	0	241	2	12	24	6882	0
2.402	0	0	241	3	15	26	7708	0
2.404	0	0	241	5	3	24	6882	0
2.405	0	0	241	6	20	28	9422	0
2.41	0	0	242	1	4	26	7708	0
2.412	0	0	242	3	20	28	9422	0
2.414	0	0	242	5	11	26	7708	0
2.415	0	0	242	6	8	26	7708	0
2.417	0	0	242	8	15	26	7708	0
2.42	0	0	243	1	16	28	9422	0
2.421	0	0	243	2	5	26	7708	0
2.425	0	0	243	6	12	24	6882	0
2.427	0	0	243	8	20	28	9422	0
2.428	0	0	243	9	5	26	7708	0
2.431	0	0	244	2	3	24	6882	0
2.432	0	0	244	3	2	24	6882	0
2.434	0	0	244	5	2	24	6882	0
2.435	0	0	244	6	15	26	7708	0
2.437	0	0	244	8	4	26	7708	0
2.439	0	0	244	10	18	28	9422	0
2.44	0	0	245	1	11	26	7708	0
